Parameters,CoDACl Scores,CoDAPCA Scores,CLRPCA Scores,PCA Scores,Naive Scores,CoDACl Val Loss,CoDACl Train Loss
"trial0 nn [[15], [15]] lr 0.0001 lam 1e-11 epochs 500 num_features 20 low_dimension 5","[0.5654008438818565, 0.1518987341772152, 0.4767932489451477, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.459915611814346, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.6178359, dtype=float32), array(1.6038542, dtype=float32), array(1.5898609, dtype=float32), array(1.57547, dtype=float32), array(1.560645, dtype=float32), array(1.5452294, dtype=float32), array(1.5290734, dtype=float32), array(1.512016, dtype=float32), array(1.4939134, dtype=float32), array(1.4746219, dtype=float32)]","[array(1.6106608, dtype=float32), array(1.5922785, dtype=float32), array(1.5741134, dtype=float32), array(1.5556967, dtype=float32), array(1.5368382, dtype=float32), array(1.517263, dtype=float32), array(1.496679, dtype=float32), array(1.4747642, dtype=float32), array(1.4512075, dtype=float32), array(1.4256556, dtype=float32)]"
"trial0 nn [[15], [15]] lr 0.0001 lam 1e-11 epochs 1000 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5485232067510548, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.7059731, dtype=float32), array(1.6875842, dtype=float32), array(1.6705661, dtype=float32), array(1.6543815, dtype=float32), array(1.6385399, dtype=float32), array(1.6227194, dtype=float32), array(1.6067291, dtype=float32), array(1.5904204, dtype=float32), array(1.5736521, dtype=float32), array(1.5562786, dtype=float32), array(1.5381507, dtype=float32), array(1.5191077, dtype=float32), array(1.4989948, dtype=float32), array(1.4778095, dtype=float32), array(1.4554683, dtype=float32), array(1.4319069, dtype=float32), array(1.4070501, dtype=float32), array(1.3808168, dtype=float32), array(1.3531274, dtype=float32), array(1.3238715, dtype=float32)]","[array(1.7376443, dtype=float32), array(1.7142806, dtype=float32), array(1.6914229, dtype=float32), array(1.6685985, dtype=float32), array(1.6455917, dtype=float32), array(1.6221843, dtype=float32), array(1.5982137, dtype=float32), array(1.5734965, dtype=float32), array(1.5478328, dtype=float32), array(1.5209901, dtype=float32), array(1.4927076, dtype=float32), array(1.462674, dtype=float32), array(1.4305602, dtype=float32), array(1.3963622, dtype=float32), array(1.359832, dtype=float32), array(1.3205943, dtype=float32), array(1.2782285, dtype=float32), array(1.2322307, dtype=float32), array(1.1820016, dtype=float32), array(1.1268207, dtype=float32)]"
"trial0 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 100 num_features 20 low_dimension 5","[0.1518987341772152, 0.32489451476793246, 0.16033755274261605, 0.3983050847457627]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.8708972, dtype=float32), array(1.8076507, dtype=float32)]","[array(2.3581924, dtype=float32), array(2.1818373, dtype=float32)]"
"trial0 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 200 num_features 20 low_dimension 5","[0.14767932489451477, 0.32489451476793246, 0.4767932489451477, 0.08050847457627118]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.9297531, dtype=float32), array(1.871185, dtype=float32), array(1.8117065, dtype=float32), array(1.7502396, dtype=float32)]","[array(1.8380525, dtype=float32), array(1.6778312, dtype=float32), array(1.5135343, dtype=float32), array(1.342445, dtype=float32)]"
"trial0 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 300 num_features 20 low_dimension 5","[0.008438818565400843, 0.32489451476793246, 0.008438818565400843, 0.15677966101694915]","[0.5527426160337553, 0.3333333333333333, 0.46835443037974683, 0.4194915254237288]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(2.067008, dtype=float32), array(1.9882985, dtype=float32), array(1.9074228, dtype=float32), array(1.8208972, dtype=float32), array(1.7245271, dtype=float32), array(1.6157557, dtype=float32)]","[array(2.0320852, dtype=float32), array(1.8126483, dtype=float32), array(1.5798779, dtype=float32), array(1.3263152, dtype=float32), array(1.0416417, dtype=float32), array(0.7208252, dtype=float32)]"
"trial0 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 400 num_features 20 low_dimension 5","[0.05485232067510549, 0.32489451476793246, 0.25316455696202533, 0.08050847457627118]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.9162297, dtype=float32), array(1.8576614, dtype=float32), array(1.7969323, dtype=float32), array(1.7331045, dtype=float32), array(1.6656051, dtype=float32), array(1.5933745, dtype=float32), array(1.5147939, dtype=float32), array(1.4277253, dtype=float32)]","[array(1.7001017, dtype=float32), array(1.5416418, dtype=float32), array(1.376323, dtype=float32), array(1.2010901, dtype=float32), array(1.0142211, dtype=float32), array(0.81314814, dtype=float32), array(0.59369767, dtype=float32), array(0.3502282, dtype=float32)]"
"trial0 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 500 num_features 20 low_dimension 5","[0.1518987341772152, 0.32489451476793246, 0.26582278481012656, 0.08050847457627118]","[0.5443037974683544, 0.33755274261603374, 0.459915611814346, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.86085, dtype=float32), array(1.7943522, dtype=float32), array(1.7224754, dtype=float32), array(1.6417714, dtype=float32), array(1.5472893, dtype=float32), array(1.4342004, dtype=float32), array(1.302865, dtype=float32), array(1.1516373, dtype=float32), array(0.9766731, dtype=float32), array(0.7738387, dtype=float32)]","[array(2.082153, dtype=float32), array(1.8891008, dtype=float32), array(1.680274, dtype=float32), array(1.445347, dtype=float32), array(1.1700256, dtype=float32), array(0.8405928, dtype=float32), array(0.45820224, dtype=float32), array(0.01851344, dtype=float32), array(-0.48980582, dtype=float32), array(-1.0790039, dtype=float32)]"
"trial0 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 1000 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.0970464135021097, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.459915611814346, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(2.0587506, dtype=float32), array(2.0014586, dtype=float32), array(1.9421405, dtype=float32), array(1.8788253, dtype=float32), array(1.8086056, dtype=float32), array(1.7299925, dtype=float32), array(1.6402572, dtype=float32), array(1.5350304, dtype=float32), array(1.4090202, dtype=float32), array(1.2554382, dtype=float32), array(1.065261, dtype=float32), array(0.82738197, dtype=float32), array(0.52879035, dtype=float32), array(0.15559459, dtype=float32), array(-0.3060478, dtype=float32), array(-0.87144375, dtype=float32), array(-1.5559376, dtype=float32), array(-2.3746347, dtype=float32), array(-3.342316, dtype=float32), array(-4.47351, dtype=float32)]","[array(2.434569, dtype=float32), array(2.27859, dtype=float32), array(2.1121013, dtype=float32), array(1.9287188, dtype=float32), array(1.7202444, dtype=float32), array(1.483363, dtype=float32), array(1.2116723, dtype=float32), array(0.89319885, dtype=float32), array(0.51368, dtype=float32), array(0.05496109, dtype=float32), array(-0.50807476, dtype=float32), array(-1.2066846, dtype=float32), array(-2.0778456, dtype=float32), array(-3.1615925, dtype=float32), array(-4.498293, dtype=float32), array(-6.1338105, dtype=float32), array(-8.115503, dtype=float32), array(-10.491501, dtype=float32), array(-13.310374, dtype=float32), array(-16.62074, dtype=float32)]"
"trial0 nn [[15], [15]] lr 0.0001 lam 1e-08 epochs 100 num_features 20 low_dimension 5","[0.14767932489451477, 0.32489451476793246, 0.08438818565400844, 0.029661016949152543]","[0.5569620253164557, 0.34177215189873417, 0.5316455696202531, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-8.083324, dtype=float32), array(-13.4616585, dtype=float32)]","[array(-30.912043, dtype=float32), array(-47.31706, dtype=float32)]"
"trial0 nn [[15], [15]] lr 0.0001 lam 1e-08 epochs 200 num_features 20 low_dimension 5","[0.03375527426160337, 0.05063291139240506, 0.016877637130801686, 0.059322033898305086]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(10.068744, dtype=float32), array(4.3789325, dtype=float32), array(-1.389402, dtype=float32), array(-7.449034, dtype=float32)]","[array(30.695953, dtype=float32), array(13.346347, dtype=float32), array(-4.205143, dtype=float32), array(-22.591587, dtype=float32)]"
"trial0 nn [[15], [15]] lr 0.0001 lam 1e-08 epochs 300 num_features 20 low_dimension 5","[0.5527426160337553, 0.004219409282700422, 0.25316455696202533, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-4.972299, dtype=float32), array(-9.960545, dtype=float32), array(-15.145525, dtype=float32), array(-20.718807, dtype=float32), array(-26.88043, dtype=float32), array(-33.816372, dtype=float32)]","[array(-16.714542, dtype=float32), array(-31.932867, dtype=float32), array(-47.701256, dtype=float32), array(-64.60079, dtype=float32), array(-83.248184, dtype=float32), array(-104.209366, dtype=float32)]"
"trial0 nn [[15], [15]] lr 0.0001 lam 1e-08 epochs 400 num_features 20 low_dimension 5","[0.11814345991561181, 0.1518987341772152, 0.25316455696202533, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(14.196074, dtype=float32), array(8.644708, dtype=float32), array(2.8293705, dtype=float32), array(-3.370088, dtype=float32), array(-10.181381, dtype=float32), array(-17.736086, dtype=float32), array(-26.084816, dtype=float32), array(-35.44261, dtype=float32)]","[array(39.70052, dtype=float32), array(22.634874, dtype=float32), array(4.807431, dtype=float32), array(-14.131967, dtype=float32), array(-34.8788, dtype=float32), array(-57.847908, dtype=float32), array(-83.19006, dtype=float32), array(-111.542656, dtype=float32)]"
